brand,model,year,price,transmission,mileage,fuelType,mpg,engineSize
bmw, X1,2017,23995,Semi-Auto,15991,Diesel,55.4,2.0
bmw, 4 Series,2015,16991,Semi-Auto,35300,Diesel,58.9,2.0
bmw, 5 Series,2019,25551,Semi-Auto,7143,Petrol,50.4,2.0
bmw, X3,2019,34510,Automatic,8620,Diesel,54.3,2.0
bmw, 4 Series,2020,31450,Semi-Auto,10,Diesel,60.1,2.0
bmw, 4 Series,2019,28750,Automatic,2000,Diesel,60.1,2.0
bmw, X3,2019,34750,Semi-Auto,35,Diesel,54.3,2.0
bmw, 5 Series,2016,18990,Semi-Auto,19418,Petrol,47.1,2.0
bmw, X3,2017,25950,Semi-Auto,19817,Diesel,54.3,2.0
bmw, X3,2019,38990,Semi-Auto,1858,Diesel,54.3,2.0
bmw, 1 Series,2019,31771,Semi-Auto,1954,Diesel,48.7,2.0
bmw, 1 Series,2017,16722,Semi-Auto,9063,Petrol,55.5,1.5
bmw, 5 Series,2019,26771,Semi-Auto,6260,Petrol,50.4,2.0
bmw, 5 Series,2019,27551,Semi-Auto,5838,Petrol,50.4,2.0
bmw, 3 Series,2019,23991,Semi-Auto,11748,Petrol,47.9,2.0
bmw, 2 Series,2016,12032,Manual,26884,Petrol,55.4,1.5
bmw, X4,2016,20022,Semi-Auto,64000,Diesel,54.3,2.0
bmw, 5 Series,2019,30000,Semi-Auto,1678,Petrol,50.4,2.0
bmw, 2 Series,2019,26990,Automatic,4428,Petrol,50.4,1.5
bmw, 2 Series,2019,20460,Manual,1250,Diesel,51.4,2.0
bmw, 3 Series,2019,28260,Automatic,4567,Diesel,52.3,2.0
bmw, X2,2019,28881,Semi-Auto,7922,Diesel,58.9,2.0
bmw, 5 Series,2019,29982,Semi-Auto,3635,Petrol,47.9,2.0
bmw, 5 Series,2019,32102,Semi-Auto,11878,Diesel,60.1,3.0
bmw, 2 Series,2019,23870,Semi-Auto,2513,Diesel,49.6,2.0
bmw, 1 Series,2019,25490,Semi-Auto,2510,Diesel,51.4,2.0
bmw, 5 Series,2019,27840,Semi-Auto,3829,Petrol,50.4,2.0
bmw, 2 Series,2019,24515,Semi-Auto,2501,Petrol,50.4,2.0
bmw, 4 Series,2016,20832,Semi-Auto,12500,Diesel,60.1,2.0
bmw, 3 Series,2017,23942,Automatic,16374,Petrol,47.1,2.0
bmw, 5 Series,2017,26262,Automatic,41074,Diesel,53.3,3.0
bmw, 4 Series,2015,22182,Semi-Auto,28373,Diesel,50.4,3.0
bmw, 3 Series,2014,16882,Semi-Auto,41083,Diesel,57.6,3.0
bmw, 3 Series,2019,26405,Semi-Auto,2000,Diesel,60.1,2.0
bmw, X2,2019,27685,Semi-Auto,9762,Diesel,50.4,2.0
bmw, 2 Series,2019,26806,Semi-Auto,15,Petrol,47.9,2.0
bmw, 2 Series,2019,22594,Semi-Auto,8410,Diesel,48.7,2.0
bmw, X3,2019,33292,Semi-Auto,6500,Diesel,54.3,2.0
bmw, 2 Series,2019,24012,Semi-Auto,5000,Diesel,49.6,2.0
bmw, 4 Series,2019,24522,Semi-Auto,11923,Petrol,48.7,2.0
bmw, 4 Series,2019,27661,Semi-Auto,5452,Diesel,60.1,2.0
bmw, 2 Series,2019,23441,Semi-Auto,8683,Petrol,47.9,2.0
bmw, X1,2017,16991,Semi-Auto,55535,Diesel,55.4,2.0
bmw, 3 Series,2018,22395,Semi-Auto,6502,Petrol,48.7,2.0
bmw, X1,2019,24926,Automatic,4991,Diesel,60.1,2.0
bmw, 5 Series,2019,37376,Automatic,3348,Diesel,51.4,3.0
bmw, 3 Series,2018,22482,Automatic,8850,Diesel,60.1,2.0
bmw, 3 Series,2017,21972,Semi-Auto,21870,Diesel,53.3,3.0
bmw, 1 Series,2019,21145,Semi-Auto,6776,Petrol,47.9,2.0
bmw, 2 Series,2019,23074,Semi-Auto,28,Petrol,50.4,1.5
bmw, 2 Series,2019,22305,Semi-Auto,7978,Petrol,47.9,2.0
bmw, 2 Series,2019,23806,Semi-Auto,8257,Petrol,47.9,2.0
bmw, 2 Series,2019,24356,Automatic,7566,Petrol,47.9,2.0
bmw, 2 Series,2019,24494,Semi-Auto,5499,Petrol,47.9,2.0
bmw, 2 Series,2019,22406,Automatic,7899,Petrol,47.9,2.0
bmw, X6,2016,31995,Semi-Auto,39026,Diesel,47.1,3.0
bmw, 2 Series,2019,23246,Semi-Auto,6139,Petrol,47.9,2.0
bmw, X3,2019,34000,Automatic,5000,Diesel,54.3,2.0
bmw, 3 Series,2019,29985,Automatic,5000,Diesel,52.3,2.0
bmw, X1,2019,28995,Semi-Auto,1000,Diesel,60.1,2.0
bmw, 5 Series,2019,28495,Automatic,677,Petrol,50.4,2.0
bmw, X1,2016,18148,Semi-Auto,25401,Diesel,57.6,2.0
bmw, 5 Series,2016,18672,Semi-Auto,25458,Diesel,55.4,3.0
bmw, 4 Series,2016,15995,Semi-Auto,48552,Diesel,60.1,2.0
bmw, X1,2017,16333,Manual,24050,Diesel,58.9,2.0
bmw, 3 Series,2019,28024,Semi-Auto,9665,Diesel,52.3,2.0
bmw, X2,2019,28874,Semi-Auto,5000,Diesel,58.9,2.0
bmw, 2 Series,2019,24054,Semi-Auto,7460,Petrol,47.9,2.0
bmw, 3 Series,2019,31500,Automatic,9752,Diesel,49.6,2.0
bmw, 3 Series,2019,37750,Automatic,5000,Diesel,47.9,3.0
bmw, 4 Series,2017,22250,Semi-Auto,16613,Diesel,50.4,3.0
bmw, X1,2019,25995,Semi-Auto,1000,Diesel,60.1,2.0
bmw, 3 Series,2019,34995,Semi-Auto,2000,Diesel,47.9,3.0
bmw, 4 Series,2020,35995,Semi-Auto,1000,Diesel,58.9,2.0
bmw, 5 Series,2019,32995,Automatic,2000,Diesel,60.1,2.0
bmw, 3 Series,2015,14995,Automatic,34466,Petrol,51.4,2.0
bmw, 2 Series,2017,15995,Manual,30310,Petrol,52.3,1.5
bmw, 1 Series,2013,10995,Semi-Auto,43818,Petrol,48.7,1.6
bmw, 3 Series,2019,26995,Automatic,2407,Diesel,57.6,2.0
bmw, 5 Series,2019,28995,Automatic,13,Petrol,50.4,2.0
bmw, 3 Series,2019,30962,Semi-Auto,3523,Diesel,48.7,2.0
bmw, X3,2017,24995,Semi-Auto,27782,Diesel,54.3,2.0
bmw, 3 Series,2019,26995,Semi-Auto,4183,Diesel,52.3,2.0
bmw, 3 Series,2019,27995,Semi-Auto,10334,Diesel,52.3,2.0
bmw, 5 Series,2019,38995,Semi-Auto,3383,Diesel,51.4,3.0
bmw, 5 Series,2017,28995,Semi-Auto,11035,Diesel,56.5,3.0
bmw, 2 Series,2019,21995,Semi-Auto,3748,Petrol,47.9,2.0
bmw, 2 Series,2019,27995,Semi-Auto,3000,Diesel,47.1,2.0
bmw, X5,2016,28781,Automatic,35370,Diesel,47.1,3.0
bmw, 2 Series,2017,13990,Manual,24893,Petrol,53.3,1.5
bmw, 6 Series,2014,15750,Semi-Auto,62695,Diesel,51.4,3.0
bmw, 2 Series,2019,23956,Automatic,10241,Diesel,49.6,2.0
bmw, 5 Series,2019,32995,Semi-Auto,1000,Diesel,60.1,2.0
bmw, 2 Series,2019,21995,Semi-Auto,8640,Petrol,50.4,2.0
bmw, 3 Series,2016,21995,Semi-Auto,37625,Diesel,49.6,3.0
bmw, 4 Series,2020,29995,Semi-Auto,100,Diesel,55.4,3.0
bmw, 3 Series,2020,32995,Manual,2356,Diesel,54.3,2.0
bmw, 3 Series,2020,27995,Manual,1000,Diesel,54.3,2.0
bmw, 5 Series,2017,29995,Semi-Auto,36107,Diesel,51.4,3.0
bmw, 5 Series,2018,33995,Automatic,3001,Diesel,53.3,3.0
bmw, 2 Series,2019,24995,Automatic,4740,Diesel,61.4,2.0
bmw, 3 Series,2020,38995,Semi-Auto,1000,Diesel,49.6,2.0
bmw, X5,2017,35995,Automatic,11197,Diesel,47.1,3.0
bmw, 2 Series,2016,14995,Semi-Auto,42026,Petrol,48.7,2.0
bmw, 5 Series,2017,26995,Automatic,22379,Diesel,60.1,3.0
bmw, 1 Series,2016,14995,Semi-Auto,15684,Petrol,55.5,1.5
bmw, 3 Series,2019,25995,Automatic,4258,Diesel,52.3,2.0
bmw, X1,2018,23995,Semi-Auto,16876,Diesel,47.1,2.0
bmw, X3,2018,32995,Semi-Auto,30776,Diesel,48.7,3.0
bmw, 2 Series,2017,19995,Semi-Auto,20496,Petrol,55.4,1.5
bmw, X1,2018,25995,Automatic,17369,Diesel,60.1,2.0
bmw, 1 Series,2017,17300,Manual,16127,Petrol,47.1,2.0
bmw, X2,2018,28494,Semi-Auto,13314,Diesel,58.9,2.0
bmw, 1 Series,2017,18494,Semi-Auto,17129,Petrol,47.9,2.0
bmw, X3,2015,17994,Semi-Auto,43626,Diesel,54.3,2.0
bmw, 5 Series,2014,15995,Semi-Auto,34682,Diesel,60.1,2.0
bmw, 3 Series,2017,21500,Semi-Auto,47896,Diesel,49.6,3.0
bmw, X3,2015,19599,Semi-Auto,44126,Diesel,47.1,3.0
bmw, 1 Series,2014,11995,Semi-Auto,23000,Petrol,50.4,1.6
bmw, 1 Series,2017,15495,Semi-Auto,6200,Petrol,55.5,1.5
bmw, 1 Series,2019,18995,Semi-Auto,5975,Petrol,55.5,1.5
bmw, 4 Series,2019,25995,Semi-Auto,13309,Diesel,60.1,2.0
bmw, 2 Series,2018,18216,Automatic,5193,Petrol,48.7,2.0
bmw, 5 Series,2019,32896,Automatic,6071,Diesel,53.3,3.0
bmw, X3,2019,31116,Automatic,8813,Diesel,54.3,2.0
bmw, X1,2019,25406,Automatic,3796,Diesel,60.1,2.0
bmw, 5 Series,2019,27916,Automatic,6456,Diesel,60.1,2.0
bmw, X3,2019,31116,Automatic,8186,Diesel,54.3,2.0
bmw, 3 Series,2019,33994,Semi-Auto,296,Diesel,49.6,2.0
bmw, 5 Series,2019,34994,Semi-Auto,1756,Diesel,51.4,3.0
bmw, X3,2019,31986,Automatic,8998,Diesel,54.3,2.0
bmw, 3 Series,2016,16500,Semi-Auto,41345,Diesel,56.5,3.0
bmw, 1 Series,2019,20732,Semi-Auto,965,Petrol,54.3,1.5
bmw, 2 Series,2018,17995,Semi-Auto,17421,Diesel,60.1,2.0
bmw, 6 Series,2016,22910,Semi-Auto,25596,Diesel,49.6,3.0
bmw, 3 Series,2015,10370,Semi-Auto,75238,Petrol,54.3,1.5
bmw, X1,2015,15560,Semi-Auto,40104,Diesel,57.6,2.0
bmw, 4 Series,2013,11040,Manual,78402,Diesel,57.6,2.0
bmw, 1 Series,2017,17500,Semi-Auto,23863,Petrol,47.9,2.0
bmw, X3,2019,33952,Semi-Auto,5974,Diesel,54.3,2.0
bmw, 2 Series,2019,20263,Semi-Auto,5122,Petrol,53.3,1.5
bmw, X2,2019,24403,Manual,5884,Diesel,55.4,2.0
bmw, X3,2019,33313,Semi-Auto,6224,Diesel,54.3,2.0
bmw, 3 Series,2019,26103,Manual,6193,Diesel,54.3,2.0
bmw, X3,2019,33262,Semi-Auto,8468,Diesel,54.3,2.0
bmw, 3 Series,2019,30552,Semi-Auto,6294,Diesel,52.3,2.0
bmw, X3,2019,35362,Semi-Auto,4186,Diesel,54.3,2.0
bmw, 5 Series,2019,33562,Semi-Auto,2490,Diesel,60.1,2.0
bmw, 3 Series,2019,28413,Semi-Auto,6223,Diesel,52.3,2.0
bmw, X3,2019,35292,Semi-Auto,4599,Diesel,54.3,2.0
bmw, 3 Series,2019,26836,Semi-Auto,6746,Diesel,52.3,2.0
bmw, 2 Series,2019,23580,Semi-Auto,5122,Petrol,50.4,2.0
bmw, 5 Series,2019,31995,Semi-Auto,6655,Diesel,60.1,2.0
bmw, 2 Series,2019,22490,Automatic,1500,Petrol,53.3,1.5
bmw, 3 Series,2019,27195,Semi-Auto,4036,Diesel,52.3,2.0
bmw, 1 Series,2019,19980,Semi-Auto,6102,Petrol,54.3,1.5
bmw, 3 Series,2019,30052,Semi-Auto,6549,Diesel,52.3,2.0
bmw, 3 Series,2019,30422,Semi-Auto,4429,Diesel,52.3,2.0
bmw, 5 Series,2019,31232,Semi-Auto,8691,Hybrid,60.1,2.0
bmw, 5 Series,2019,30902,Semi-Auto,11421,Hybrid,60.1,2.0
bmw, 1 Series,2019,18022,Semi-Auto,2501,Petrol,55.5,1.5
bmw, 1 Series,2019,30180,Automatic,5979,Diesel,48.7,2.0
bmw, X3,2019,31736,Automatic,6579,Diesel,54.3,2.0
bmw, X3,2019,31196,Automatic,10155,Diesel,54.3,2.0
bmw, 3 Series,2019,33470,Semi-Auto,4500,Diesel,49.6,2.0
bmw, 3 Series,2019,28220,Automatic,1500,Diesel,48.7,2.0
bmw, 5 Series,2019,33900,Semi-Auto,3000,Diesel,56.5,3.0
bmw, 5 Series,2019,28836,Automatic,2891,Diesel,60.1,2.0
bmw, 5 Series,2019,27876,Automatic,11598,Diesel,60.1,2.0
bmw, X3,2019,31826,Automatic,6314,Diesel,54.3,2.0
bmw, X3,2019,32345,Semi-Auto,5865,Diesel,54.3,2.0
bmw, 1 Series,2019,26580,Automatic,4604,Diesel,51.4,2.0
bmw, X2,2019,27915,Semi-Auto,2946,Diesel,48.7,2.0
bmw, 4 Series,2019,27162,Automatic,4734,Petrol,48.7,2.0
bmw, X1,2016,19161,Semi-Auto,21292,Diesel,57.6,2.0
bmw, X3,2019,33262,Semi-Auto,6792,Diesel,54.3,2.0
bmw, X3,2019,33606,Automatic,6527,Diesel,54.3,2.0
bmw, X3,2019,33612,Semi-Auto,5852,Diesel,54.3,2.0
bmw, X3,2019,33972,Semi-Auto,4809,Diesel,54.3,2.0
bmw, 1 Series,2019,22491,Semi-Auto,8000,Petrol,48.7,2.0
bmw, 5 Series,2019,30522,Semi-Auto,6371,Diesel,60.1,2.0
bmw, 1 Series,2018,22072,Semi-Auto,7901,Diesel,47.9,2.0
bmw, 1 Series,2015,13832,Semi-Auto,13600,Petrol,48.7,1.6
bmw, X1,2014,12901,Semi-Auto,65912,Diesel,52.3,2.0
bmw, 3 Series,2013,11511,Manual,68991,Diesel,58.9,2.0
bmw, X1,2017,20981,Semi-Auto,12224,Diesel,55.4,2.0
bmw, 1 Series,2018,19381,Semi-Auto,4506,Petrol,48.7,2.0
bmw, X1,2014,12991,Semi-Auto,49445,Diesel,56.5,2.0
bmw, 5 Series,2017,32995,Semi-Auto,23000,Diesel,51.4,3.0
bmw, X3,2019,32302,Semi-Auto,4646,Diesel,54.3,2.0
bmw, 5 Series,2019,32072,Semi-Auto,6215,Hybrid,60.1,2.0
bmw, 3 Series,2015,21242,Semi-Auto,18283,Diesel,51.4,3.0
bmw, X6,2016,30891,Semi-Auto,21088,Diesel,47.1,3.0
bmw, X3,2019,37495,Semi-Auto,9250,Diesel,48.7,3.0
bmw, 4 Series,2015,18290,Semi-Auto,25000,Diesel,56.5,3.0
bmw, X3,2014,14490,Semi-Auto,45000,Diesel,50.4,2.0
bmw, X1,2019,29302,Semi-Auto,5795,Diesel,50.4,2.0
bmw, X2,2019,21992,Manual,7189,Diesel,48.7,2.0
bmw, X2,2018,20306,Manual,5438,Diesel,52.3,2.0
bmw, X2,2018,23146,Manual,3752,Diesel,49.6,2.0
bmw, 4 Series,2019,25400,Semi-Auto,7398,Petrol,48.7,2.0
bmw, X2,2019,29995,Semi-Auto,1920,Diesel,50.4,2.0
bmw, 1 Series,2019,26880,Semi-Auto,4210,Diesel,51.4,2.0
bmw, 3 Series,2013,16291,Semi-Auto,40900,Diesel,54.3,3.0
bmw, X1,2019,27752,Semi-Auto,4475,Diesel,53.3,2.0
bmw, X1,2019,28950,Semi-Auto,3546,Diesel,60.1,2.0
bmw, X2,2019,30680,Automatic,1500,Diesel,58.9,2.0
bmw, 4 Series,2020,42495,Semi-Auto,18,Diesel,58.9,2.0
bmw, 2 Series,2018,17950,Semi-Auto,30000,Diesel,49.6,2.0
bmw, X1,2017,20481,Semi-Auto,17285,Diesel,60.1,2.0
bmw, 1 Series,2019,19850,Semi-Auto,8000,Petrol,54.3,1.5
bmw, 3 Series,2019,24591,Semi-Auto,9153,Diesel,60.1,2.0
bmw, X2,2019,31991,Semi-Auto,8791,Diesel,61.4,2.0
bmw, 6 Series,2019,31412,Semi-Auto,27713,Diesel,47.9,3.0
bmw, 5 Series,2020,34795,Semi-Auto,102,Diesel,55.4,2.0
bmw, 4 Series,2017,25762,Automatic,23446,Diesel,49.6,3.0
bmw, 5 Series,2014,16402,Semi-Auto,21880,Diesel,57.6,2.0
bmw, 2 Series,2016,17842,Automatic,31931,Diesel,55.4,2.0
bmw, 3 Series,2017,19082,Automatic,17236,Petrol,48.7,2.0
bmw, X1,2017,19981,Semi-Auto,32286,Diesel,55.4,2.0
bmw, 6 Series,2015,23552,Semi-Auto,26797,Diesel,49.6,3.0
bmw, 5 Series,2014,12941,Semi-Auto,68489,Diesel,57.6,2.0
bmw, 1 Series,2017,15995,Semi-Auto,19164,Petrol,55.5,1.5
bmw, 5 Series,2019,24295,Semi-Auto,4982,Petrol,50.4,2.0
bmw, X1,2017,21495,Semi-Auto,6550,Diesel,60.1,2.0
bmw, X1,2016,20495,Semi-Auto,13200,Diesel,57.6,2.0
bmw, 7 Series,2017,26995,Semi-Auto,25050,Diesel,57.6,3.0
bmw, X2,2020,27890,Manual,10,Diesel,48.7,2.0
bmw, 5 Series,2019,44995,Semi-Auto,1600,Diesel,51.4,3.0
bmw, 5 Series,2019,26870,Semi-Auto,8560,Petrol,50.4,2.0
bmw, 1 Series,2016,11941,Manual,29378,Petrol,56.5,1.5
bmw, 1 Series,2019,28994,Semi-Auto,2973,Diesel,48.7,2.0
bmw, 2 Series,2019,21576,Automatic,9794,Petrol,47.9,2.0
bmw, 3 Series,2015,15482,Semi-Auto,22288,Diesel,58.9,2.0
bmw, 2 Series,2017,14943,Automatic,15110,Petrol,55.4,1.5
bmw, X1,2016,18101,Semi-Auto,33049,Diesel,57.6,2.0
bmw, X4,2015,26332,Semi-Auto,8732,Diesel,47.9,3.0
bmw, 1 Series,2017,16395,Semi-Auto,23400,Petrol,54.3,1.5
bmw, 4 Series,2019,25995,Semi-Auto,7389,Petrol,48.7,2.0
bmw, 4 Series,2020,32995,Semi-Auto,10,Diesel,50.4,3.0
bmw, 3 Series,2019,23295,Semi-Auto,4050,Petrol,47.9,2.0
bmw, 1 Series,2019,26795,Semi-Auto,3788,Diesel,51.4,2.0
bmw, 5 Series,2018,25595,Semi-Auto,11646,Diesel,49.6,2.0
bmw, 1 Series,2019,18995,Semi-Auto,5250,Petrol,55.5,1.5
bmw, X3,2013,16995,Semi-Auto,50567,Diesel,50.4,2.0
bmw, 4 Series,2016,17994,Semi-Auto,21991,Petrol,48.7,2.0
bmw, 2 Series,2018,20995,Semi-Auto,18000,Diesel,60.1,2.0
bmw, 3 Series,2016,22494,Semi-Auto,24144,Diesel,51.4,3.0
bmw, 1 Series,2020,27495,Semi-Auto,6000,Diesel,48.7,2.0
bmw, 3 Series,2020,32890,Semi-Auto,6000,Diesel,49.6,2.0
bmw, X1,2018,20995,Semi-Auto,8550,Diesel,60.1,2.0
bmw, X4,2017,26995,Semi-Auto,25350,Diesel,47.9,3.0
bmw, X5,2015,25995,Automatic,46250,Diesel,47.1,3.0
bmw, 2 Series,2020,24995,Semi-Auto,2200,Petrol,50.4,2.0
bmw, 5 Series,2019,33500,Automatic,3402,Diesel,60.1,3.0
bmw, 3 Series,2019,30543,Semi-Auto,6294,Diesel,52.3,2.0
bmw, 6 Series,2016,25243,Semi-Auto,21050,Diesel,51.4,3.0
bmw, X3,2017,24990,Semi-Auto,38350,Diesel,47.1,3.0
bmw, X2,2020,38970,Semi-Auto,600,Diesel,58.9,2.0
bmw, 4 Series,2016,19995,Semi-Auto,14530,Petrol,48.7,2.0
bmw, 1 Series,2019,17695,Manual,3400,Petrol,52.3,1.5
bmw, X3,2020,35995,Semi-Auto,102,Diesel,54.3,2.0
bmw, 3 Series,2019,26989,Semi-Auto,4026,Diesel,53.3,3.0
bmw, X1,2017,17990,Semi-Auto,33000,Diesel,55.4,2.0
bmw, X1,2016,17600,Semi-Auto,26382,Diesel,55.4,2.0
bmw, 3 Series,2017,19460,Automatic,11076,Diesel,56.5,3.0
bmw, 6 Series,2016,23595,Semi-Auto,24600,Diesel,51.4,3.0
bmw, 1 Series,2019,19895,Semi-Auto,5312,Petrol,54.3,1.5
bmw, 5 Series,2019,34995,Semi-Auto,102,Petrol,50.4,2.0
bmw, 4 Series,2019,25589,Automatic,4300,Petrol,48.7,2.0
bmw, X2,2019,27989,Semi-Auto,8942,Diesel,58.9,2.0
bmw, 3 Series,2019,22869,Semi-Auto,11824,Diesel,54.3,2.0
bmw, 3 Series,2019,26589,Semi-Auto,9988,Diesel,52.3,2.0
bmw, X1,2017,19229,Semi-Auto,29866,Diesel,55.4,2.0
bmw, 4 Series,2019,29641,Semi-Auto,6650,Petrol,48.7,2.0
bmw, X3,2016,21995,Semi-Auto,35700,Diesel,54.3,2.0
bmw, X2,2019,30789,Semi-Auto,3795,Diesel,58.9,2.0
bmw, 1 Series,2017,17985,Automatic,24229,Diesel,60.1,2.0
bmw, X2,2018,25969,Semi-Auto,12271,Diesel,61.4,2.0
bmw, 3 Series,2020,34989,Semi-Auto,100,Diesel,50.4,2.0
bmw, 3 Series,2019,34989,Semi-Auto,6000,Diesel,49.6,2.0
bmw, X2,2019,27669,Semi-Auto,13440,Diesel,58.9,2.0
bmw, 5 Series,2019,30290,Automatic,5800,Hybrid,49.6,2.0
bmw, X3,2019,40661,Automatic,3755,Diesel,54.3,2.0
bmw, 2 Series,2019,29991,Automatic,1893,Petrol,47.9,2.0
bmw, 2 Series,2020,26989,Semi-Auto,3000,Petrol,47.9,2.0
bmw, 1 Series,2017,18642,Semi-Auto,28120,Diesel,60.1,2.0
bmw, 3 Series,2019,31380,Automatic,7307,Diesel,49.6,2.0
bmw, 5 Series,2020,35793,Semi-Auto,15,Petrol,48.7,2.0
bmw, 5 Series,2020,41995,Semi-Auto,100,Diesel,60.1,2.0
bmw, 3 Series,2018,19895,Semi-Auto,13909,Diesel,60.1,2.0
bmw, X3,2018,36451,Semi-Auto,10300,Diesel,48.7,3.0
bmw, 2 Series,2020,33065,Semi-Auto,102,Diesel,49.6,2.0
bmw, 3 Series,2020,42430,Semi-Auto,102,Diesel,50.4,2.0
bmw, X2,2018,23995,Semi-Auto,21271,Diesel,58.9,2.0
bmw, 4 Series,2015,17995,Semi-Auto,44800,Diesel,53.3,3.0
bmw, 2 Series,2019,28993,Semi-Auto,2236,Diesel,47.1,2.0
bmw, 2 Series,2019,24390,Semi-Auto,2469,Diesel,52.3,2.0
bmw, 2 Series,2019,19520,Automatic,2048,Diesel,51.4,2.0
bmw, X2,2018,21726,Semi-Auto,5000,Diesel,50.4,2.0
bmw, 4 Series,2016,23671,Semi-Auto,26044,Diesel,47.9,3.0
bmw, X3,2016,22981,Semi-Auto,33421,Diesel,54.3,2.0
bmw, 3 Series,2018,21756,Automatic,7794,Petrol,47.9,2.0
bmw, 2 Series,2019,22160,Automatic,2000,Diesel,49.6,2.0
bmw, 2 Series,2015,15882,Semi-Auto,23742,Petrol,51.4,1.5
bmw, X1,2013,8595,Manual,72834,Diesel,51.4,2.0
bmw, 2 Series,2018,19681,Semi-Auto,15609,Diesel,49.6,2.0
bmw, 3 Series,2017,20991,Semi-Auto,26321,Diesel,56.5,3.0
bmw, 3 Series,2015,15981,Semi-Auto,33836,Diesel,60.1,2.0
bmw, X2,2019,29960,Semi-Auto,6321,Diesel,58.9,2.0
bmw, 4 Series,2019,25866,Automatic,4767,Petrol,48.7,2.0
bmw, X1,2019,27006,Automatic,3195,Diesel,60.1,2.0
bmw, 3 Series,2019,33475,Semi-Auto,8576,Diesel,49.6,2.0
bmw, 3 Series,2017,18908,Semi-Auto,34134,Diesel,53.3,3.0
bmw, 2 Series,2019,20000,Semi-Auto,10539,Petrol,47.9,2.0
bmw, 2 Series,2019,26481,Manual,2033,Petrol,52.3,1.5
bmw, 1 Series,2019,32541,Automatic,4260,Diesel,48.7,2.0
bmw, X1,2015,12979,Semi-Auto,48102,Diesel,52.3,2.0
bmw, 2 Series,2020,23789,Semi-Auto,1500,Petrol,50.4,1.5
bmw, 1 Series,2014,14869,Semi-Auto,35093,Diesel,60.1,2.0
bmw, 4 Series,2018,21789,Automatic,35423,Diesel,55.4,3.0
bmw, X2,2019,28980,Semi-Auto,14230,Diesel,58.9,2.0
bmw, 1 Series,2019,17847,Manual,3731,Petrol,53.3,1.5
bmw, 2 Series,2019,20657,Semi-Auto,4560,Petrol,50.4,1.5
bmw, 3 Series,2016,20878,Semi-Auto,25145,Diesel,51.4,3.0
bmw, 4 Series,2017,21459,Semi-Auto,23039,Diesel,55.4,3.0
bmw, 1 Series,2019,15495,Manual,2282,Petrol,53.3,1.5
bmw, X1,2019,30995,Semi-Auto,1000,Diesel,60.1,2.0
bmw, 4 Series,2019,30150,Semi-Auto,7701,Petrol,48.7,2.0
bmw, 2 Series,2016,15591,Semi-Auto,68185,Diesel,60.1,2.0
bmw, 1 Series,2014,11552,Semi-Auto,66449,Petrol,50.4,1.6
bmw, 1 Series,2017,15391,Semi-Auto,25131,Petrol,55.5,1.5
bmw, X1,2015,15881,Semi-Auto,21992,Diesel,52.3,2.0
bmw, 4 Series,2016,22540,Semi-Auto,24932,Diesel,49.6,3.0
bmw, X1,2016,18286,Semi-Auto,35300,Diesel,57.6,2.0
bmw, 7 Series,2017,35464,Semi-Auto,28338,Diesel,56.5,3.0
bmw, X4,2016,26995,Semi-Auto,13005,Diesel,54.3,2.0
bmw, X3,2016,21948,Semi-Auto,35621,Diesel,54.3,2.0
bmw, 3 Series,2017,15916,Manual,24669,Petrol,48.7,2.0
bmw, X3,2016,24284,Semi-Auto,15497,Diesel,54.3,2.0
bmw, X3,2017,27947,Semi-Auto,33158,Diesel,47.1,3.0
bmw, 2 Series,2016,15814,Semi-Auto,28966,Petrol,52.3,1.5
bmw, 3 Series,2020,32837,Semi-Auto,1370,Diesel,52.3,2.0
bmw, 4 Series,2019,31995,Semi-Auto,1297,Diesel,58.9,2.0
bmw, X1,2018,25457,Semi-Auto,9421,Diesel,60.1,2.0
bmw, X3,2019,35995,Semi-Auto,3708,Diesel,54.3,2.0
bmw, 5 Series,2017,22993,Semi-Auto,23310,Diesel,51.4,2.0
bmw, X5,2016,31929,Automatic,25701,Diesel,47.1,3.0
bmw, X5,2015,27844,Automatic,44087,Diesel,47.1,3.0
bmw, 3 Series,2017,21472,Semi-Auto,43703,Diesel,51.4,3.0
bmw, 3 Series,2019,34836,Semi-Auto,8200,Diesel,48.7,2.0
bmw, 3 Series,2020,71990,Semi-Auto,150,Diesel,47.1,3.0
bmw, 1 Series,2015,10250,Manual,35869,Petrol,53.3,1.5
bmw, 3 Series,2017,23843,Semi-Auto,19888,Diesel,51.4,3.0
bmw, 1 Series,2016,18854,Semi-Auto,21685,Diesel,60.1,2.0
bmw, 5 Series,2019,31995,Semi-Auto,6111,Diesel,60.1,2.0
bmw, 3 Series,2017,21495,Semi-Auto,47518,Diesel,51.4,3.0
bmw, 3 Series,2018,24995,Semi-Auto,11350,Diesel,56.5,3.0
bmw, 2 Series,2020,29995,Semi-Auto,1000,Petrol,47.9,2.0
bmw, 3 Series,2017,20990,Semi-Auto,18309,Diesel,56.5,3.0
bmw, 3 Series,2016,17995,Semi-Auto,56327,Diesel,53.3,3.0
bmw, 4 Series,2019,24995,Semi-Auto,1893,Diesel,60.1,2.0
bmw, 1 Series,2019,27995,Semi-Auto,101,Diesel,51.4,2.0
bmw, 2 Series,2020,30995,Semi-Auto,1000,Diesel,48.7,2.0
bmw, 4 Series,2014,16995,Semi-Auto,25276,Diesel,56.5,2.0
